loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,origination_date,loan_status
1067102,1301481,debt_consolidation,15000,17.27,36,2011-12-01,DEFAULTED
1046969,1277832,debt_consolidation,11000,13.49,60,2011-12-01,ACTIVE
1067084,1301459,debt_consolidation,35000,10.65,36,2011-12-01,ACTIVE
1067090,1301465,credit_card,9000,10.65,36,2011-12-01,ACTIVE
1060875,1292842,debt_consolidation,22475,15.27,60,2011-12-01,ACTIVE
1067265,1301632,debt_consolidation,16000,12.69,36,2011-12-01,DEFAULTED
1067287,1301658,debt_consolidation,13500,12.69,36,2011-12-01,ACTIVE
1067066,1301436,debt_consolidation,24000,12.69,36,2011-12-01,ACTIVE
1067283,1301654,credit_card,12000,10.65,36,2011-12-01,ACTIVE
1067266,1301634,major_purchase,8400,16.77,60,2011-12-01,ACTIVE
1066635,1300826,home_improvement,28000,17.58,60,2011-12-01,ACTIVE
1067026,1301392,debt_consolidation,14000,6.62,36,2011-12-01,ACTIVE
1067038,1301405,other,12000,14.27,36,2011-12-01,DEFAULTED
1067030,1301397,debt_consolidation,25000,11.71,36,2011-12-01,ACTIVE
1065350,1299445,debt_consolidation,9000,12.69,36,2011-12-01,ACTIVE
1067028,1301395,debt_consolidation,13250,10.65,36,2011-12-01,ACTIVE
1061877,1293509,debt_consolidation,20000,13.49,36,2011-12-01,ACTIVE
1067018,1301384,medical,3000,14.65,36,2011-12-01,ACTIVE
1067223,1301585,debt_consolidation,7350,10.65,36,2011-12-01,ACTIVE
1067004,1301365,debt_consolidation,11500,15.27,36,2011-12-01,ACTIVE
1031265,1260676,debt_consolidation,13650,12.42,36,2011-12-01,DEFAULTED
1066835,1301027,debt_consolidation,10500,16.29,36,2011-12-01,DEFAULTED
1067181,1301536,debt_consolidation,12000,9.91,36,2011-12-01,ACTIVE
1067179,1301534,credit_card,6000,8.9,36,2011-12-01,ACTIVE
1067172,1301527,credit_card,11500,15.27,36,2011-12-01,ACTIVE
1066712,1301115,debt_consolidation,7000,12.42,36,2011-12-01,ACTIVE
1066706,1300906,debt_consolidation,29500,20.3,60,2011-12-01,ACTIVE
1066836,1301028,moving,2000,15.27,36,2011-12-01,ACTIVE
1066826,1301015,credit_card,11625,13.49,36,2011-12-01,ACTIVE
1063280,1295793,debt_consolidation,15075,14.27,36,2011-12-01,DEFAULTED
1057447,1289006,credit_card,5300,15.27,36,2011-12-01,ACTIVE
1040867,1270873,home_improvement,8200,6.62,36,2011-12-01,ACTIVE
1065232,1299103,credit_card,12000,12.42,36,2011-12-01,ACTIVE
1052492,1284024,credit_card,8650,14.27,36,2011-12-01,ACTIVE
1066664,1300858,debt_consolidation,21000,17.27,60,2011-12-01,ACTIVE
1066659,1300852,debt_consolidation,16000,17.27,60,2011-12-01,ACTIVE
1066763,1300945,debt_consolidation,12000,12.42,36,2011-12-01,ACTIVE
1066798,1300982,moving,9500,12.69,36,2011-12-01,DEFAULTED
1066639,1300831,debt_consolidation,7400,13.49,36,2011-12-01,ACTIVE
1066633,1300823,debt_consolidation,14400,13.49,36,2011-12-01,ACTIVE
1060644,1292408,debt_consolidation,24250,23.91,60,2011-12-01,ACTIVE
1066766,1300949,debt_consolidation,7200,7.9,36,2011-12-01,DEFAULTED
1066613,1300801,home_improvement,26000,16.77,60,2011-12-01,DEFAULTED
1065648,1299754,credit_card,7000,11.71,60,2011-12-01,DEFAULTED
1066768,1300951,major_purchase,4000,7.51,36,2011-12-01,ACTIVE
1066617,1300806,debt_consolidation,1500,17.27,36,2011-12-01,ACTIVE
1062015,1293857,credit_card,19600,12.42,36,2011-12-01,ACTIVE
1066598,1300783,debt_consolidation,2500,11.71,36,2011-12-01,ACTIVE
1066503,1300476,credit_card,10000,12.69,36,2011-12-01,DEFAULTED
1066530,1300506,credit_card,10000,6.62,36,2011-12-01,ACTIVE
1066520,1300495,other,4225,12.42,36,2011-12-01,ACTIVE
1065929,1300072,vacation,3500,7.9,36,2011-12-01,ACTIVE
1066582,1300766,debt_consolidation,12000,6.62,36,2011-12-01,ACTIVE
1066348,1300722,debt_consolidation,16500,8.9,36,2011-12-01,ACTIVE
1061430,1293224,debt_consolidation,22000,21.67,60,2011-12-01,ACTIVE
1061519,1293522,credit_card,12000,14.65,36,2011-12-01,ACTIVE
1066344,1300716,vacation,15600,12.69,60,2011-12-01,DEFAULTED
1066480,1300453,credit_card,10800,12.42,36,2011-12-01,ACTIVE
1066471,1300438,credit_card,14000,12.42,36,2011-12-01,ACTIVE
1064063,1296651,debt_consolidation,18825,17.58,60,2011-12-01,ACTIVE
1066318,1300689,debt_consolidation,6000,13.49,36,2011-12-01,ACTIVE
1066453,1300423,debt_consolidation,12000,9.91,36,2011-12-01,ACTIVE
1063090,1295591,debt_consolidation,10000,12.42,36,2011-12-01,ACTIVE
1061406,1293196,vacation,8000,7.9,36,2011-12-01,ACTIVE
1066278,1300643,debt_consolidation,14125,9.91,36,2011-12-01,ACTIVE
1066281,1300646,debt_consolidation,14000,12.69,36,2011-12-01,ACTIVE
1056150,1287925,small_business,13200,17.27,60,2011-12-01,ACTIVE
1066434,1300402,vacation,4000,19.03,36,2011-12-01,ACTIVE
1048526,1279867,debt_consolidation,4000,12.69,36,2011-12-01,DEFAULTED
1028566,1257917,debt_consolidation,10500,6.03,36,2011-12-01,ACTIVE
1066424,1291243,car,5500,7.9,36,2011-12-01,ACTIVE
1066212,1300569,debt_consolidation,7350,11.71,36,2011-12-01,ACTIVE
1066232,1300594,credit_card,10000,12.42,36,2011-12-01,DEFAULTED
1056219,1287799,debt_consolidation,12000,7.51,36,2011-12-01,ACTIVE
1066199,1300556,home_improvement,5000,11.71,60,2011-12-01,ACTIVE
1060851,1292817,other,8000,11.71,60,2011-12-01,ACTIVE
972383,1194336,other,4500,8.9,36,2011-12-01,ACTIVE
1066191,1300547,credit_card,18000,12.42,36,2011-12-01,ACTIVE
1066173,1300526,debt_consolidation,12300,13.49,60,2011-12-01,ACTIVE
1066379,1300340,debt_consolidation,12000,13.49,36,2011-12-01,ACTIVE
1066364,1300323,credit_card,10000,13.49,36,2011-12-01,ACTIVE
1066140,1300296,other,6000,7.9,36,2011-12-01,ACTIVE
1066171,1300523,debt_consolidation,12000,12.69,36,2011-12-01,ACTIVE
1066162,1300514,other,12000,8.9,36,2011-12-01,DEFAULTED
1040154,1270530,debt_consolidation,7000,11.71,36,2011-12-01,ACTIVE
1066155,1277661,debt_consolidation,35000,18.64,60,2011-12-01,ACTIVE
1065382,1299269,other,1400,7.9,36,2011-12-01,ACTIVE
1063447,1296011,small_business,16000,13.49,60,2011-12-01,DEFAULTED
1065932,1300077,debt_consolidation,3200,9.91,36,2011-12-01,ACTIVE
1065936,1300082,medical,8000,7.9,36,2011-12-01,ACTIVE
1066112,1300264,debt_consolidation,11875,12.69,60,2011-12-01,DEFAULTED
1066084,1300233,home_improvement,5000,6.03,36,2011-12-01,ACTIVE
1066081,1300229,small_business,1800,6.62,36,2011-12-01,ACTIVE
1065896,1300036,debt_consolidation,35000,8.9,36,2011-12-01,ACTIVE
1066065,1300209,credit_card,18000,8.9,36,2011-12-01,ACTIVE
1066071,1300216,debt_consolidation,14000,7.9,36,2011-12-01,DEFAULTED
1062094,1294147,debt_consolidation,5000,12.42,36,2011-12-01,ACTIVE
1061154,1292952,credit_card,8000,15.96,36,2011-12-01,ACTIVE
1066061,1300203,debt_consolidation,10000,6.03,36,2011-12-01,ACTIVE
1065863,1300001,debt_consolidation,10000,7.51,36,2011-12-01,ACTIVE
1065862,1300000,debt_consolidation,12000,12.42,36,2011-12-01,ACTIVE
1065854,1299989,debt_consolidation,23200,7.9,36,2011-12-01,ACTIVE
1065145,1299228,credit_card,18000,15.27,60,2011-12-01,ACTIVE
1062260,1294318,debt_consolidation,4800,15.27,36,2011-12-01,ACTIVE
1065842,1299977,debt_consolidation,7300,11.71,36,2011-12-01,ACTIVE
1066018,1300151,debt_consolidation,10400,9.91,36,2011-12-01,ACTIVE
1049352,1280767,house,6600,9.91,36,2011-12-01,ACTIVE
1066016,1300149,debt_consolidation,12000,8.9,36,2011-12-01,ACTIVE
1065997,1300128,debt_consolidation,13250,17.27,36,2011-12-01,ACTIVE
1061891,1293926,debt_consolidation,12000,11.71,36,2011-12-01,ACTIVE
1065752,1299871,debt_consolidation,25000,9.91,36,2011-12-01,ACTIVE
1063126,1295634,other,6000,10.65,36,2011-12-01,ACTIVE
1065738,1299858,credit_card,12000,7.51,36,2011-12-01,ACTIVE
1061467,1293268,credit_card,14400,11.71,36,2011-12-01,ACTIVE
1065721,1299839,credit_card,10000,12.42,36,2011-12-01,ACTIVE
1065717,1299834,credit_card,8000,11.71,36,2011-12-01,ACTIVE
1065026,1298879,credit_card,8000,16.29,36,2011-12-01,DEFAULTED
1057001,1288555,small_business,30000,12.42,60,2011-12-01,DEFAULTED
1065513,1299629,home_improvement,18000,16.77,60,2011-12-01,DEFAULTED
1065698,1299812,credit_card,13250,11.71,36,2011-12-01,ACTIVE
1065681,1299792,debt_consolidation,14000,14.27,36,2011-12-01,ACTIVE
1061788,1293410,debt_consolidation,20000,20.3,60,2011-12-01,DEFAULTED
1065484,1299597,credit_card,10000,16.29,36,2011-12-01,ACTIVE
1061681,1293700,debt_consolidation,35000,20.3,60,2011-12-01,ACTIVE
1065661,1299772,debt_consolidation,4000,6.03,36,2011-12-01,ACTIVE
1065663,1299774,debt_consolidation,13000,9.91,36,2011-12-01,ACTIVE
1065480,1299593,credit_card,28000,12.69,36,2011-12-01,ACTIVE
1065658,1299768,debt_consolidation,10000,13.49,36,2011-12-01,ACTIVE
1065447,1299549,debt_consolidation,20000,7.9,36,2011-12-01,ACTIVE
1065470,1299579,debt_consolidation,18000,9.91,36,2011-12-01,ACTIVE
1065467,1299576,credit_card,9000,19.91,60,2011-12-01,DEFAULTED
1065649,1299755,debt_consolidation,25000,18.64,60,2011-12-01,DEFAULTED
1065430,1299526,other,10000,11.71,36,2011-12-01,ACTIVE
1059462,1291082,credit_card,4200,6.03,36,2011-12-01,ACTIVE
1064102,1296692,debt_consolidation,20000,15.27,60,2011-12-01,DEFAULTED
1062399,1294261,debt_consolidation,18000,17.27,60,2011-12-01,DEFAULTED
1065572,1299469,debt_consolidation,24000,16.29,36,2011-12-01,ACTIVE
1065567,1299463,credit_card,4475,15.27,36,2011-12-01,ACTIVE
1065342,1299434,credit_card,20000,14.65,60,2011-12-01,ACTIVE
1065355,1299450,credit_card,12000,12.42,36,2011-12-01,ACTIVE
1058717,1290516,debt_consolidation,18000,17.58,60,2011-12-01,ACTIVE
1065348,1299443,debt_consolidation,5000,12.42,36,2011-12-01,DEFAULTED
890389,1107021,other,3000,6.03,36,2011-12-01,ACTIVE
1065142,1299224,debt_consolidation,25000,19.03,60,2011-12-01,ACTIVE
1065320,1299408,credit_card,18000,19.03,60,2011-12-01,ACTIVE
1065304,1299388,debt_consolidation,12000,9.91,36,2011-12-01,DEFAULTED
1065180,1299041,other,20000,15.27,36,2011-12-01,ACTIVE
1065298,1299382,debt_consolidation,10000,13.49,36,2011-12-01,ACTIVE
1064904,1298955,debt_consolidation,15000,12.42,36,2011-12-01,ACTIVE
1064696,1298728,debt_consolidation,12000,7.9,36,2011-12-01,ACTIVE
977277,1200058,debt_consolidation,20000,10.65,60,2011-12-01,ACTIVE
1065260,1299343,credit_card,6300,11.71,36,2011-12-01,ACTIVE
1059734,1291550,credit_card,20000,16.77,60,2011-12-01,ACTIVE
1065110,1299187,debt_consolidation,35000,17.27,60,2011-12-01,ACTIVE
1047987,1279118,home_improvement,8250,15.96,60,2011-12-01,ACTIVE
1065104,1299181,home_improvement,20000,12.69,60,2011-12-01,ACTIVE
1065103,1299180,credit_card,10000,11.71,36,2011-12-01,DEFAULTED
1065254,1299335,car,24000,8.9,36,2011-12-01,DEFAULTED
1064873,1298920,debt_consolidation,14400,12.69,36,2011-12-01,ACTIVE
1065244,1299321,credit_card,6000,14.65,36,2011-12-01,ACTIVE
1064969,1298813,debt_consolidation,22000,15.96,36,2011-12-01,ACTIVE
1059620,1291228,debt_consolidation,12000,11.71,36,2011-12-01,DEFAULTED
1032978,1262529,debt_consolidation,16000,16.77,36,2011-12-01,ACTIVE
1065234,1299108,debt_consolidation,10000,10.65,36,2011-12-01,ACTIVE
1064958,1299015,home_improvement,16000,19.03,60,2011-12-01,ACTIVE
1065196,1299063,debt_consolidation,10000,12.69,36,2011-12-01,DEFAULTED
1065199,1299065,debt_consolidation,3500,13.49,36,2011-12-01,ACTIVE
1065195,1299060,debt_consolidation,9600,9.91,36,2011-12-01,ACTIVE
1065020,1298873,debt_consolidation,9875,7.9,36,2011-12-01,ACTIVE
1065016,1298869,debt_consolidation,21500,17.58,60,2011-12-01,ACTIVE
1064924,1298975,debt_consolidation,4800,7.9,36,2011-12-01,ACTIVE
1064940,1298993,major_purchase,7800,6.03,36,2011-12-01,ACTIVE
1064932,1298984,credit_card,20000,14.27,36,2011-12-01,ACTIVE
1062248,1294105,debt_consolidation,9750,7.51,36,2011-12-01,DEFAULTED
1064985,1298830,credit_card,18000,15.96,60,2011-12-01,ACTIVE
1064926,1298978,other,5000,6.03,36,2011-12-01,ACTIVE
1064908,1298959,debt_consolidation,9000,14.65,36,2011-12-01,ACTIVE
1059118,1290932,debt_consolidation,7200,7.9,36,2011-12-01,ACTIVE
1064897,1298948,other,3000,19.03,60,2011-12-01,ACTIVE
1064754,1298795,credit_card,25000,19.42,60,2011-12-01,DEFAULTED
1060082,1291917,debt_consolidation,25000,15.27,36,2011-12-01,ACTIVE
1064736,1298775,debt_consolidation,10000,15.96,36,2011-12-01,ACTIVE
1064727,1298762,debt_consolidation,8875,12.69,36,2011-12-01,DEFAULTED
1042668,1272939,debt_consolidation,15550,11.71,36,2011-12-01,ACTIVE
1064862,1298709,debt_consolidation,17000,15.27,60,2011-12-01,ACTIVE
1064711,1298745,credit_card,7500,12.69,36,2011-12-01,ACTIVE
1032875,1262430,debt_consolidation,8875,8.9,36,2011-12-01,ACTIVE
1064830,1298673,credit_card,4500,17.27,36,2011-12-01,ACTIVE
